source,country,country_name,salary_yearly,currency,years_experience,experience_level,languages_worked,developer_type,education_level,company_size,collected_at
stackoverflow,NL,Netherlands,41592.0,EUR,10,Junior,Ansible;Docker;Kubernetes;npm;Yarn,"Developer, front-end;Developer, full-stack;Developer, back-end;Project manager",Some college/university study without earning a degree,10 to 19 employees,2025-07-02T09:58:35.814544
stackoverflow,NL,Netherlands,154633.0,EUR,2,Junior,Docker;Homebrew;Kubernetes;npm;Terraform;Yarn,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,2025-07-02T09:58:35.815541
stackoverflow,NL,Netherlands,159950.0,EUR,21,Junior,Docker,"Developer, back-end;Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,2025-07-02T09:58:35.815541
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,Some college/university study without earning a degree,,2025-07-02T09:58:35.815541
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker,,Some college/university study without earning a degree,,2025-07-02T09:58:35.816549
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm;Yarn,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Designer;System administrator",Something else,,2025-07-02T09:58:35.816549
stackoverflow,NL,Netherlands,31993.0,EUR,6,Mid-level,Homebrew;npm;Yarn,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;System administrator",Some college/university study without earning a degree,10 to 19 employees,2025-07-02T09:58:35.817544
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm,"Student;Academic researcher;Developer, embedded applications or devices;Security professional","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.818546
stackoverflow,NL,Netherlands,,EUR,8,Mid-level,npm;Yarn,"Developer, desktop or enterprise applications;Developer, QA or test;Database administrator",Some college/university study without earning a degree,500 to 999 employees,2025-07-02T09:58:35.819542
stackoverflow,NL,Netherlands,,EUR,6,Mid-level,Docker,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Designer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.819542
stackoverflow,NL,Netherlands,83184.0,EUR,6,Mid-level,Docker;npm,"Developer, back-end;Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.820541
stackoverflow,NL,Netherlands,76788.0,EUR,5,Mid-level,,"Developer, full-stack;Database administrator;Project manager","Associate degree (A.A., A.S., etc.)",10 to 19 employees,2025-07-02T09:58:35.821540
stackoverflow,NL,Netherlands,42657.0,EUR,Less than 1 year,Junior,Docker,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,2025-07-02T09:58:35.821540
stackoverflow,NL,Netherlands,,EUR,27,Junior,,"Developer, QA or test;Other (please specify):",Something else,"5,000 to 9,999 employees",2025-07-02T09:58:35.821540
stackoverflow,NL,Netherlands,39672.0,EUR,2,Junior,,"Developer, full-stack;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.822541
stackoverflow,NL,Netherlands,53322.0,EUR,3,Junior,Ansible;Docker;Homebrew,"Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.823546
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Unity 3D;Unreal Engine;Yarn,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Student;Developer, mobile;Developer, game or graphics","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,2025-07-02T09:58:35.824543
stackoverflow,NL,Netherlands,946992.0,EUR,13,Junior,Docker;npm,"Developer, full-stack","Associate degree (A.A., A.S., etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.826542
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,npm,,Something else,,2025-07-02T09:58:35.826542
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,npm,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.826542
stackoverflow,NL,Netherlands,91714.0,EUR,20,Junior,npm,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,2025-07-02T09:58:35.826542
stackoverflow,NL,Netherlands,33273.0,EUR,Less than 1 year,Junior,npm;Unreal Engine,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, embedded applications or devices","Associate degree (A.A., A.S., etc.)",2 to 9 employees,2025-07-02T09:58:35.826542
stackoverflow,NL,Netherlands,,EUR,4,Mid-level,,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,2025-07-02T09:58:35.827545
stackoverflow,NL,Netherlands,44232.0,EUR,5,Mid-level,Docker,"Developer, desktop or enterprise applications;Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.827545
stackoverflow,NL,Netherlands,63986.0,EUR,7,Mid-level,Kubernetes,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.827545
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm;Unity 3D,"Developer, full-stack;Student","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,2025-07-02T09:58:35.827545
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Homebrew;Kubernetes;npm;Yarn,"Engineer, site reliability;Developer, back-end;Student;DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.828553
stackoverflow,NL,Netherlands,399914.0,EUR,3,Junior,Docker;Homebrew,"Developer, back-end;Blockchain","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2 to 9 employees,2025-07-02T09:58:35.828553
stackoverflow,NL,Netherlands,53322.0,EUR,7,Mid-level,Docker;Kubernetes;npm;Terraform;Yarn,"Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,2025-07-02T09:58:35.828553
stackoverflow,NL,Netherlands,69318.0,EUR,5,Mid-level,Docker;Homebrew;Kubernetes;npm,"Developer, full-stack;Developer, back-end","Associate degree (A.A., A.S., etc.)",20 to 99 employees,2025-07-02T09:58:35.829552
stackoverflow,NL,Netherlands,76783.0,EUR,4,Mid-level,Docker,"Data scientist or machine learning specialist;Engineer, data;Data or business analyst","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.830556
stackoverflow,NL,Netherlands,51192.0,EUR,9,Mid-level,Docker;Kubernetes;npm,"Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,2025-07-02T09:58:35.831554
stackoverflow,NL,Netherlands,93846.0,EUR,4,Mid-level,Docker;Homebrew,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.831554
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,"Associate degree (A.A., A.S., etc.)",,2025-07-02T09:58:35.832554
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.832554
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm,"Developer, back-end;Student",Something else,,2025-07-02T09:58:35.833552
stackoverflow,NL,Netherlands,63984.0,EUR,7,Mid-level,npm,"Developer, full-stack;Engineering manager","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,2025-07-02T09:58:35.833552
stackoverflow,NL,Netherlands,,EUR,6,Mid-level,Homebrew;npm;Yarn,"Developer, front-end;Developer, full-stack;Developer, back-end",Some college/university study without earning a degree,10 to 19 employees,2025-07-02T09:58:35.833552
stackoverflow,NL,Netherlands,,EUR,19,Junior,Docker;Kubernetes,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",20 to 99 employees,2025-07-02T09:58:35.834553
stackoverflow,NL,Netherlands,1279728.0,EUR,3,Junior,Docker;Homebrew;Kubernetes,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",2025-07-02T09:58:35.834553
stackoverflow,NL,Netherlands,51192.0,EUR,3,Junior,Docker;npm,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.834553
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,Primary/elementary school,,2025-07-02T09:58:35.835555
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,npm,"Developer, front-end;Student;Academic researcher","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.835555
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,npm,,Some college/university study without earning a degree,,2025-07-02T09:58:35.836552
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm;Yarn,"Developer, front-end;Developer, full-stack;Developer, back-end;Student",Some college/university study without earning a degree,,2025-07-02T09:58:35.837553
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Kubernetes;npm,"Developer, front-end;Developer, full-stack;Developer, back-end",Some college/university study without earning a degree,,2025-07-02T09:58:35.838555
stackoverflow,NL,Netherlands,44790.0,EUR,2,Junior,,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2025-07-02T09:58:35.838555
stackoverflow,NL,Netherlands,,EUR,10,Junior,npm,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.838555
stackoverflow,NL,Netherlands,102372.0,EUR,8,Mid-level,npm,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,2025-07-02T09:58:35.839557
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.839557
stackoverflow,NL,Netherlands,,EUR,20,Junior,,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, mobile;Scientist",,"10,000 or more employees",2025-07-02T09:58:35.840555
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm,"Developer, front-end;Developer, full-stack;Developer, back-end;Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.841554
stackoverflow,NL,Netherlands,,EUR,22,Junior,,"Developer, embedded applications or devices;Designer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",2025-07-02T09:58:35.841554
stackoverflow,NL,Netherlands,49908.0,EUR,5,Mid-level,Docker;Kubernetes;npm;Terraform,"Developer, full-stack;Developer, QA or test;DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2025-07-02T09:58:35.841554
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,npm;Yarn,"Developer, back-end;Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.843063
stackoverflow,NL,Netherlands,82116.0,EUR,4,Mid-level,,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.843063
stackoverflow,NL,Netherlands,122640.0,EUR,5,Mid-level,Docker;Kubernetes;Puppet,"Engineer, data;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",2025-07-02T09:58:35.844072
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm;Unity 3D,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,2025-07-02T09:58:35.844072
stackoverflow,NL,Netherlands,,EUR,15,Junior,npm,"Developer, front-end;Developer, full-stack;Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",I don’t know,2025-07-02T09:58:35.844072
stackoverflow,NL,Netherlands,213287.0,EUR,15,Junior,Docker;Homebrew;Kubernetes;Terraform,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",2025-07-02T09:58:35.845097
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,Primary/elementary school,,2025-07-02T09:58:35.845097
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,npm,"Developer, front-end;Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.846074
stackoverflow,NL,Netherlands,40525.0,EUR,2,Junior,Docker;Kubernetes;npm,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.846074
stackoverflow,NL,Netherlands,85315.0,EUR,8,Mid-level,,"Developer, front-end;Developer, full-stack;Developer, back-end;System administrator","Associate degree (A.A., A.S., etc.)",2 to 9 employees,2025-07-02T09:58:35.847073
stackoverflow,NL,Netherlands,149301.0,EUR,15,Junior,Docker;Kubernetes;Terraform,"Developer, full-stack;Developer, back-end;DevOps specialist;Security professional","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Just me - I am a freelancer, sole proprietor, etc.",2025-07-02T09:58:35.849072
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,2025-07-02T09:58:35.851071
stackoverflow,NL,Netherlands,,EUR,16,Junior,,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,2025-07-02T09:58:35.851071
stackoverflow,NL,Netherlands,,EUR,7,Mid-level,Docker;npm,"Developer, front-end;Developer, full-stack;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,2025-07-02T09:58:35.851071
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Kubernetes,"Student;Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.851071
stackoverflow,NL,Netherlands,31992.0,EUR,2,Junior,Docker;npm;Unity 3D,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,2025-07-02T09:58:35.851071
stackoverflow,NL,Netherlands,70385.0,EUR,10,Junior,Docker;Homebrew;npm,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.852078
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Homebrew,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,2025-07-02T09:58:35.852078
stackoverflow,NL,Netherlands,67824.0,EUR,5,Mid-level,Docker;Yarn,"Developer, back-end;Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.852078
stackoverflow,NL,Netherlands,106644.0,EUR,12,Junior,Docker;npm;Terraform,"Developer, back-end;DevOps specialist;Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.853073
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,"Engineer, data;Data or business analyst;Product manager;System administrator",Some college/university study without earning a degree,,2025-07-02T09:58:35.854073
stackoverflow,NL,Netherlands,51192.0,EUR,7,Mid-level,npm,"Developer, front-end;Developer, full-stack;Other (please specify):","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",500 to 999 employees,2025-07-02T09:58:35.855072
stackoverflow,NL,Netherlands,,EUR,4,Mid-level,Docker,Academic researcher;Scientist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,2025-07-02T09:58:35.855072
stackoverflow,NL,Netherlands,,EUR,7,Mid-level,Docker;Homebrew;npm;Yarn,"Developer, full-stack",Some college/university study without earning a degree,2 to 9 employees,2025-07-02T09:58:35.856072
stackoverflow,NL,Netherlands,83184.0,EUR,20,Junior,Kubernetes;npm,"Developer, full-stack",Some college/university study without earning a degree,"1,000 to 4,999 employees",2025-07-02T09:58:35.856072
stackoverflow,NL,Netherlands,5124.0,EUR,Less than 1 year,Junior,Docker;Yarn,"Developer, front-end;Developer, back-end",Primary/elementary school,20 to 99 employees,2025-07-02T09:58:35.856072
stackoverflow,NL,Netherlands,42648.0,EUR,4,Mid-level,Homebrew;npm;Yarn,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.856072
stackoverflow,NL,Netherlands,,EUR,35,Junior,Kubernetes;Yarn,Other (please specify):;Designer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.856072
stackoverflow,NL,Netherlands,106644.0,EUR,30,Junior,Docker;npm;Terraform;Yarn,"Engineer, data;Engineer, site reliability;Engineering manager;DevOps specialist;Project manager;Cloud infrastructure engineer;Product manager;Senior Executive (C-Suite, VP, etc.);System administrator;Security professional","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,2025-07-02T09:58:35.857071
stackoverflow,NL,Netherlands,,EUR,25,Junior,Docker;Kubernetes;npm;Yarn,"Developer, full-stack;DevOps specialist;Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",2025-07-02T09:58:35.857071
stackoverflow,NL,Netherlands,43724.0,EUR,5,Mid-level,,"Developer, full-stack;Developer, desktop or enterprise applications;Developer, embedded applications or devices",Some college/university study without earning a degree,2 to 9 employees,2025-07-02T09:58:35.858072
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,2025-07-02T09:58:35.860073
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;npm;Yarn,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student;Project manager;Scientist;Product manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.860073
stackoverflow,NL,Netherlands,49764.0,EUR,4,Mid-level,Pulumi,"Engineer, site reliability","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.861085
stackoverflow,NL,Netherlands,63986.0,EUR,5,Mid-level,,Data or business analyst,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,2025-07-02T09:58:35.863079
stackoverflow,NL,Netherlands,58654.0,EUR,10,Junior,Ansible;Kubernetes;npm,"Developer, full-stack;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",2025-07-02T09:58:35.864076
stackoverflow,NL,Netherlands,32628.0,EUR,1,Junior,Docker;Kubernetes;npm;Unity 3D,"Developer, full-stack;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,2025-07-02T09:58:35.865072
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Kubernetes;Yarn,"Engineer, site reliability;Student;DevOps specialist;Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.865072
stackoverflow,NL,Netherlands,70385.0,EUR,30,Junior,,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,2025-07-02T09:58:35.865072
stackoverflow,NL,Netherlands,,EUR,17,Junior,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.865072
stackoverflow,NL,Netherlands,,EUR,5,Mid-level,Docker;npm;Pulumi;Terraform,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Just me - I am a freelancer, sole proprietor, etc.",2025-07-02T09:58:35.866073
stackoverflow,NL,Netherlands,,EUR,10,Junior,,"Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",2025-07-02T09:58:35.866073
stackoverflow,NL,Netherlands,67186.0,EUR,13,Junior,Docker;npm,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,2025-07-02T09:58:35.866073
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Ansible;Docker;Kubernetes;Yarn,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.866073
stackoverflow,NL,Netherlands,33276.0,EUR,3,Junior,Docker;npm;Yarn,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.867074
stackoverflow,NL,Netherlands,46704.0,EUR,Less than 1 year,Junior,Docker;Kubernetes,"Data scientist or machine learning specialist;Engineer, data;Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,2025-07-02T09:58:35.867074
stackoverflow,NL,Netherlands,106644.0,EUR,5,Mid-level,Docker;Homebrew,"Data scientist or machine learning specialist;Developer, back-end;Educator;Academic researcher;Scientist","Other doctoral degree (Ph.D., Ed.D., etc.)",2 to 9 employees,2025-07-02T09:58:35.868073
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,,,Primary/elementary school,,2025-07-02T09:58:35.868073
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker;Homebrew;npm;Terraform;Yarn,"Student;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,2025-07-02T09:58:35.869072
stackoverflow,NL,Netherlands,53322.0,EUR,18,Junior,,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,2025-07-02T09:58:35.869072
stackoverflow,NL,Netherlands,35832.0,EUR,2,Junior,,"Developer, front-end;Developer, back-end;Database administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2025-07-02T09:58:35.869072
stackoverflow,NL,Netherlands,44790.0,EUR,1,Junior,Docker;npm;Yarn,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Designer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,2025-07-02T09:58:35.870073
stackoverflow,NL,Netherlands,42657.0,EUR,10,Junior,Docker,"Engineer, data;Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",2025-07-02T09:58:35.871073
stackoverflow,NL,Netherlands,47352.0,EUR,3,Junior,,"Developer, back-end;Academic researcher","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,2025-07-02T09:58:35.872073
stackoverflow,NL,Netherlands,34356.0,EUR,5,Mid-level,,"Developer, full-stack;Other (please specify):",Some college/university study without earning a degree,20 to 99 employees,2025-07-02T09:58:35.872073
stackoverflow,NL,Netherlands,,EUR,nan,Unknown,Docker,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,2025-07-02T09:58:35.874077
