id,source,job_title,company,country_code,country_name,salary_eur,currency,experience_level,skills,skills_count,data_source,collected_at
kaggle_survey_26095,kaggle_survey,Digital Experience Expert,Survey_Company_95,IT,Italy,37000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.421537
kaggle_survey_24875,kaggle_survey,Wildlife Care Specialist,Survey_Company_75,IT,Italy,62000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.422539
kaggle_survey_4048,kaggle_survey,Manager,Survey_Company_48,IT,Italy,75000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.422539
kaggle_survey_1923,kaggle_survey,Senior Director,Survey_Company_23,IT,Italy,225000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.423540
kaggle_survey_25231,kaggle_survey,Data Engineer,Survey_Company_31,IT,Italy,129400.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.423540
kaggle_survey_22916,kaggle_survey,Lead Purchasing Agent,Survey_Company_16,IT,Italy,39249.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.423540
kaggle_survey_19859,kaggle_survey,Staff Accountant,Survey_Company_59,IT,Italy,51000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.423540
kaggle_survey_21902,kaggle_survey,Pharmacist,Survey_Company_2,IT,Italy,139000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.423540
kaggle_survey_2009,kaggle_survey,Patient Coordinator,Survey_Company_9,IT,Italy,53000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.424536
kaggle_survey_4148,kaggle_survey,Risk Manager,Survey_Company_48,IT,Italy,132000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.424536
kaggle_survey_5128,kaggle_survey,Data Analyst,Survey_Company_28,IT,Italy,65000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.424536
kaggle_survey_12157,kaggle_survey,Senior Events Planner,Survey_Company_57,IT,Italy,82000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.424536
kaggle_survey_24221,kaggle_survey,Senior Consultant,Survey_Company_21,IT,Italy,151000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.425534
kaggle_survey_3398,kaggle_survey,Senior Data Specialist,Survey_Company_98,BE,Belgium,45500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.425534
kaggle_survey_18059,kaggle_survey,Marketing & Communications Director,Survey_Company_59,IT,Italy,125000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.425534
kaggle_survey_25719,kaggle_survey,Executive Director of Communications,Survey_Company_19,UK,United Kingdom,80000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.425534
kaggle_survey_21375,kaggle_survey,Lawyer,Survey_Company_75,DE,Germany,,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.426534
kaggle_survey_26166,kaggle_survey,Copy Writer,Survey_Company_66,IT,Italy,36500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.426534
kaggle_survey_15311,kaggle_survey,Data Analyst,Survey_Company_11,UK,United Kingdom,45000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.426534
kaggle_survey_345,kaggle_survey,Developer,Survey_Company_45,IT,Italy,72500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.426534
kaggle_survey_8939,kaggle_survey,Data Analyst,Survey_Company_39,IT,Italy,134782.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.426534
kaggle_survey_16278,kaggle_survey,Commercial Developer,Survey_Company_78,UK,United Kingdom,33500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.427533
kaggle_survey_24838,kaggle_survey,Product Manager,Survey_Company_38,IT,Italy,138000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.427533
kaggle_survey_17204,kaggle_survey,Senior Field Specialist,Survey_Company_4,IT,Italy,215000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.427533
kaggle_survey_23679,kaggle_survey,Activities Coordinator,Survey_Company_79,IT,Italy,54600.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.427533
kaggle_survey_13259,kaggle_survey,Departmental Business Manager,Survey_Company_59,IT,Italy,44000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.427533
kaggle_survey_21194,kaggle_survey,"Associate Director, Culture and Talent",Survey_Company_94,IT,Italy,82000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.428534
kaggle_survey_19749,kaggle_survey,Data Engineer,Survey_Company_49,IT,Italy,152000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.428534
kaggle_survey_21757,kaggle_survey,Publicist,Survey_Company_57,IT,Italy,81000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.428534
kaggle_survey_3396,kaggle_survey,Account Supervisor- PR,Survey_Company_96,IT,Italy,70000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.429533
kaggle_survey_23213,kaggle_survey,Frontend developer,Survey_Company_13,UK,United Kingdom,92000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.429533
kaggle_survey_14446,kaggle_survey,Design Researcher,Survey_Company_46,IT,Italy,135000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.429533
kaggle_survey_15952,kaggle_survey,Job board manager,Survey_Company_52,IT,Italy,54500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.429533
kaggle_survey_15478,kaggle_survey,Executive Director,Survey_Company_78,IT,Italy,97500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.429533
kaggle_survey_11398,kaggle_survey,Data Engineer,Survey_Company_98,IT,Italy,112000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.430534
kaggle_survey_17894,kaggle_survey,Data Engineer,Survey_Company_94,IT,Italy,193000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.430534
kaggle_survey_4202,kaggle_survey,Regional Planning Manager,Survey_Company_2,IT,Italy,132000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.430534
kaggle_survey_23848,kaggle_survey,Data Engineer,Survey_Company_48,IT,Italy,76688.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.431536
kaggle_survey_6545,kaggle_survey,Registered nurse,Survey_Company_45,IT,Italy,56000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.431536
kaggle_survey_2533,kaggle_survey,Registration coordinator,Survey_Company_33,IT,Italy,28000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.432537
kaggle_survey_1915,kaggle_survey,Instructional coach,Survey_Company_15,IT,Italy,13560.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.432537
kaggle_survey_17120,kaggle_survey,Staff Attorney,Survey_Company_20,IT,Italy,52000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.432537
kaggle_survey_21700,kaggle_survey,Integrated Marketing Campaign Manager,Survey_Company_0,IT,Italy,120000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.432537
kaggle_survey_21865,kaggle_survey,Attorney Advisor,Survey_Company_65,IT,Italy,148000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.432537
kaggle_survey_10933,kaggle_survey,Director of Donor Relations & Communications,Survey_Company_33,IT,Italy,125000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.433535
kaggle_survey_14412,kaggle_survey,Program Coordinator,Survey_Company_12,IT,Italy,61000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.433535
kaggle_survey_19130,kaggle_survey,Human Resources Manager,Survey_Company_30,IT,Italy,78000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.433535
kaggle_survey_16847,kaggle_survey,Clinical trial coordinator,Survey_Company_47,IT,Italy,64500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.433535
kaggle_survey_24083,kaggle_survey,Product Manager,Survey_Company_83,IT,Italy,127000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.433535
kaggle_survey_7985,kaggle_survey,Associate Director of Operations,Survey_Company_85,IT,Italy,77112.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.434534
kaggle_survey_13185,kaggle_survey,Data Analyst,Survey_Company_85,IT,Italy,105000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.434534
kaggle_survey_14366,kaggle_survey,Legal Assistant,Survey_Company_66,IT,Italy,34000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.434534
kaggle_survey_19432,kaggle_survey,Data Engineer,Survey_Company_32,IT,Italy,166400.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.435533
kaggle_survey_8074,kaggle_survey,Senior HR Business Partner,Survey_Company_74,IT,Italy,122500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.435533
kaggle_survey_18089,kaggle_survey,Marketing Manager,Survey_Company_89,IT,Italy,155000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.435533
kaggle_survey_25091,kaggle_survey,Assistant Director,Survey_Company_91,IT,Italy,56000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.435533
kaggle_survey_11765,kaggle_survey,Quality Manager,Survey_Company_65,GB,United Kingdom,43500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.436534
kaggle_survey_15948,kaggle_survey,Campaign Manager,Survey_Company_48,IT,Italy,118000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.436534
kaggle_survey_15040,kaggle_survey,Research Manager,Survey_Company_40,IT,Italy,56000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.436534
kaggle_survey_9909,kaggle_survey,Mental health outpatient therapist,Survey_Company_9,IT,Italy,85000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.437533
kaggle_survey_14171,kaggle_survey,Senior Graphic Designer,Survey_Company_71,IT,Italy,82000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.437533
kaggle_survey_20282,kaggle_survey,Talent Advisor,Survey_Company_82,IT,Italy,50000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.437533
kaggle_survey_23260,kaggle_survey,Project Manager,Survey_Company_60,IT,Italy,66000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.437533
kaggle_survey_19161,kaggle_survey,Human Resources Manager,Survey_Company_61,IT,Italy,132000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.437533
kaggle_survey_4156,kaggle_survey,Customer Success Manager,Survey_Company_56,IT,Italy,72500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.438533
kaggle_survey_2752,kaggle_survey,"Program Coordinator, Accreditation & Regulatory Compliance",Survey_Company_52,IT,Italy,80000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.438533
kaggle_survey_230,kaggle_survey,Data Analyst,Survey_Company_30,IT,Italy,62000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.438533
kaggle_survey_3172,kaggle_survey,Vice President,Survey_Company_72,IT,Italy,106000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.438533
kaggle_survey_12416,kaggle_survey,Legal Assistant,Survey_Company_16,IT,Italy,42000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.438533
kaggle_survey_17250,kaggle_survey,Medical Social Worker,Survey_Company_50,IT,Italy,53000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.439533
kaggle_survey_8582,kaggle_survey,Data Analyst,Survey_Company_82,IT,Italy,70200.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.439533
kaggle_survey_5437,kaggle_survey,In-house attorney,Survey_Company_37,IT,Italy,85000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.439533
kaggle_survey_491,kaggle_survey,Internal communications specialist,Survey_Company_91,IT,Italy,75000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.439533
kaggle_survey_6428,kaggle_survey,Marketing Manager,Survey_Company_28,IT,Italy,85600.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.439533
kaggle_survey_17179,kaggle_survey,Proposal coordinator,Survey_Company_79,IT,Italy,68000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.439533
kaggle_survey_22742,kaggle_survey,User Experience Designer,Survey_Company_42,IT,Italy,103500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.440534
kaggle_survey_11180,kaggle_survey,Contracts Manager,Survey_Company_80,IT,Italy,95000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.440534
kaggle_survey_2641,kaggle_survey,Instructor,Survey_Company_41,IT,Italy,47000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.440534
kaggle_survey_2748,kaggle_survey,Senior Editor,Survey_Company_48,IT,Italy,74000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.440534
kaggle_survey_11537,kaggle_survey,Page/Shelver,Survey_Company_37,IT,Italy,18720.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.440534
kaggle_survey_12385,kaggle_survey,Talent operations associate,Survey_Company_85,IT,Italy,51000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.440534
kaggle_survey_674,kaggle_survey,Project Manager,Survey_Company_74,IT,Italy,65818.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.441534
kaggle_survey_10879,kaggle_survey,Data Engineer,Survey_Company_79,IT,Italy,180000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.441534
kaggle_survey_15843,kaggle_survey,Software Developer,Survey_Company_43,IT,Italy,100260.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.441534
kaggle_survey_4110,kaggle_survey,Deputy General Counsel,Survey_Company_10,IT,Italy,178000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.441534
kaggle_survey_1668,kaggle_survey,Trainer,Survey_Company_68,IT,Italy,50000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.441534
kaggle_survey_6595,kaggle_survey,Principal Product Marketing Manager,Survey_Company_95,IT,Italy,152350.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.441534
kaggle_survey_8453,kaggle_survey,Data Analyst,Survey_Company_53,IT,Italy,58500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.442535
kaggle_survey_7739,kaggle_survey,Board certified physician,Survey_Company_39,PL,Poland,145000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.442535
kaggle_survey_12024,kaggle_survey,Playwright,Survey_Company_24,UK,United Kingdom,50000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.442535
kaggle_survey_6198,kaggle_survey,Planning Process Coordinator,Survey_Company_98,IT,Italy,45500.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.442535
kaggle_survey_17344,kaggle_survey,Data Engineer,Survey_Company_44,IT,Italy,170000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.442535
kaggle_survey_23945,kaggle_survey,Sr. Program Manager,Survey_Company_45,IT,Italy,162854.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.443534
kaggle_survey_6438,kaggle_survey,Genius,Survey_Company_38,IT,Italy,57869.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.443534
kaggle_survey_17210,kaggle_survey,Local Newspaper Reporter,Survey_Company_10,IT,Italy,45000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.443534
kaggle_survey_14237,kaggle_survey,Patent Attorney,Survey_Company_37,UK,United Kingdom,90000.0,EUR,Survey_Response,Data Analysis;Statistics;Programming,3,kaggle_ml_survey,2025-07-02T11:14:47.443534
